district,Latitude,Longitude,Province,year,Months,temp.max,temp.min,rainfall,
ERMELO WO,-26.5,29.98,MPUMALANGA,1999,1,23.4,13.3,126.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,1999,2,24.7,13.1,3.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,1999,3,23.8,12.3,46.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,1999,4,21.6,9.6,12.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,1999,5,19.6,6.4,15.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,1999,6,17.8,3.9,5.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,1999,7,17.1,4.2,0.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,1999,8,19.4,5,4.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,1999,9,20.6,7.1,NA,
ERMELO WO,-26.5,29.98,MPUMALANGA,1999,10,22,8.8,NA,
ERMELO WO,-26.5,29.98,MPUMALANGA,1999,11,23.9,12.5,NA,
ERMELO WO,-26.5,29.98,MPUMALANGA,1999,12,23.7,13.5,300.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2000,1,21,12,179.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2000,2,21.4,13.8,116.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2000,3,22.2,13.4,56.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2000,4,19.1,8.7,89.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2000,5,16.8,4.9,20.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2000,6,16.6,5,14.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2000,7,15.8,2.8,3.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2000,8,19.9,6,4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2000,9,20.8,8,21.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2000,10,22.4,11.2,146.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2000,11,21.2,11.1,155,
ERMELO WO,-26.5,29.98,MPUMALANGA,2000,12,24.1,13.3,166.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2001,1,24.9,13.1,22.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2001,2,23.2,13,44.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2001,3,24.2,12.2,34.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2001,4,21.5,10.8,48.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2001,5,19.4,6.4,13.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2001,6,17.8,4.4,1.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2001,7,15.4,2.2,0.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2001,8,21.6,6,0.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2001,9,22.3,7.6,20.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2001,10,23.4,11.4,113.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2001,11,22.6,12.4,66.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2001,12,23.9,13.2,87.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2002,1,25.4,13.9,117.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2002,2,23.6,12.9,111.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2002,3,23.7,12.5,56.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2002,4,23.5,10.6,15.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2002,5,20.3,6.3,5.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2002,6,15.4,3.4,12.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2002,7,16.3,2.6,11,
ERMELO WO,-26.5,29.98,MPUMALANGA,2002,8,19.4,7.1,27.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2002,9,21.1,7.4,17.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2002,10,24,10.1,59,
ERMELO WO,-26.5,29.98,MPUMALANGA,2002,11,23,9.9,53.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2002,12,23.8,12.8,162.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2003,1,24.8,13.5,185.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2003,2,25,14.3,98.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2003,3,25.2,12.1,10,
ERMELO WO,-26.5,29.98,MPUMALANGA,2003,4,24.1,10.9,39.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2003,5,19.1,6.3,1.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2003,6,15.8,4,31.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2003,7,17.6,3.5,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2003,8,18.9,3.7,11.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2003,9,23.3,8.5,1.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2003,10,25.7,11.3,23.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2003,11,23.6,12.2,152.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2003,12,25.9,13.1,89.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2004,1,23.8,13.9,153.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2004,2,23,13.4,147.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2004,3,21.2,12.2,100.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2004,4,20.7,9.5,29.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2004,5,19.6,6.2,3.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2004,6,16,2.1,12.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2004,7,15,1.7,41.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2004,8,21,6.3,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2004,9,20.7,6.4,3.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2004,10,23,9.6,58.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2004,11,26.2,12.7,83.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2004,12,24.1,13.2,98,
ERMELO WO,-26.5,29.98,MPUMALANGA,2005,1,24.8,14.5,196.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2005,2,24.8,13.6,83.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2005,3,22.5,11.9,61.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2005,4,20.4,9.5,29.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2005,5,20.9,6.7,0.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2005,6,19.2,5.1,0.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2005,7,18.5,3.5,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2005,8,22.3,7.9,16.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2005,9,25.6,9.6,2.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2005,10,25.5,11.1,31.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2005,11,25,11.8,135.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2005,12,24.6,11.7,57,
ERMELO WO,-26.5,29.98,MPUMALANGA,2006,1,23.9,14.6,138.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2006,2,23.5,14.2,135.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2006,3,20.7,11.2,148.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2006,4,20.3,9.2,67.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2006,5,16.4,4.2,2.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2006,6,15.9,2.5,0.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2006,7,19.1,4.9,0.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2006,8,16.8,3.7,59.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2006,9,22.2,7.4,3.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2006,10,24.8,11.4,23.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2006,11,23.7,11.3,114.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2006,12,25.2,13.9,141.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2007,1,24.6,12.4,93,
ERMELO WO,-26.5,29.98,MPUMALANGA,2007,2,25.9,13.4,44.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2007,3,25.1,11.7,58.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2007,4,21.9,8.9,8.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2007,5,20.1,4.9,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2007,6,16.4,3.2,20.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2007,7,17.1,2.4,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2007,8,20.4,4.9,0.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2007,9,25.7,10.2,4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2007,10,21,9.8,226,
ERMELO WO,-26.5,29.98,MPUMALANGA,2007,11,23.3,11.9,179.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2007,12,22.7,12.1,79.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2008,1,22.2,13.2,152.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2008,2,23.9,12.6,64.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2008,3,21.8,11.5,93.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2008,4,20.4,8,12.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2008,5,19.4,6.8,22.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2008,6,17.3,4,6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2008,7,17.2,3.1,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2008,8,21.1,6.1,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2008,9,23.7,7.1,1.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2008,10,25.8,10.5,57.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2008,11,24.5,12.6,81.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2008,12,25.1,13.4,115.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2009,1,25,14.6,154.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2009,2,23.2,13.2,102.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2009,3,22.3,11.7,95.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2009,4,21.6,8.4,0.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2009,5,18.9,5.9,15.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2009,6,16.3,4.3,45,
ERMELO WO,-26.5,29.98,MPUMALANGA,2009,7,15.5,1.3,0.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2009,8,18.3,4.4,40.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2009,9,23.7,9,3.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2009,10,22.5,10.9,107.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2009,11,21.9,11.1,124.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2009,12,25.5,13.4,135.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2010,1,23.4,14.3,245,
ERMELO WO,-26.5,29.98,MPUMALANGA,2010,2,24.4,13.9,76.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2010,3,23.9,13.4,101.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2010,4,20.7,11,52.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2010,5,19.5,7.6,22.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2010,6,16.9,3.1,0.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2010,7,16.3,3.7,0.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2010,8,19.8,4.5,0.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2010,9,25,8.5,0.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2010,10,24.3,10.5,126.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2010,11,23.5,11.9,58.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2010,12,23.9,12.9,208.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2011,1,22.7,13.8,132.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2011,2,24,12.9,1.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2011,3,25.1,13.1,126.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2011,4,19.8,9.6,40.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2011,5,19.2,6.5,0.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2011,6,16.8,2,0.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2011,7,14.8,1,23.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2011,8,18.3,3.9,33.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2011,9,23.2,7.9,14.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2011,10,24.4,9.9,72.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2011,11,25.3,12.1,36.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2011,12,25.1,13.4,103.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2012,1,24.6,13.6,106.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2012,2,25.6,13.7,73.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2012,3,23.9,12,67.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2012,4,20.7,7.4,22,
ERMELO WO,-26.5,29.98,MPUMALANGA,2012,5,21.1,6.8,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2012,6,16.7,2.4,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2012,7,18.3,2.9,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2012,8,20.9,5.2,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2012,9,20.3,7.5,114.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2012,10,23,10.4,91.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2012,11,23,11,69.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2012,12,23.9,12.9,88.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2013,1,24.2,13.6,106.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2013,2,26.1,13.2,88,
ERMELO WO,-26.5,29.98,MPUMALANGA,2013,3,23.5,11.5,26.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2013,4,20.2,8.8,117.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2013,5,19.4,5.6,15.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2013,6,18.9,3.8,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2013,7,17.4,3.9,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2013,8,18.7,4.1,3.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2013,9,23.9,8.3,9.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2013,10,22.6,8.6,147.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2013,11,24.4,11.9,107.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2013,12,22.2,12.9,174.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2014,1,25,13.8,47.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2014,2,24.6,13.7,75.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2014,3,22,13,220.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2014,4,20.4,8.1,9.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2014,5,20.7,6.7,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2014,6,18.6,2.9,4.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2014,7,17.1,2.3,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2014,8,19.3,4.6,3.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2014,9,24.6,7.8,1.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2014,10,23.7,8.4,45,
ERMELO WO,-26.5,29.98,MPUMALANGA,2014,11,22.3,11,104.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2014,12,24,12.8,111.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2015,1,24.9,13.4,85.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2015,2,26.6,13.3,15,
ERMELO WO,-26.5,29.98,MPUMALANGA,2015,3,23.8,12,84.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2015,4,21.8,9.5,64.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2015,5,22.1,7.5,6.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2015,6,16.6,3.1,2.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2015,7,17.4,4.2,7.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2015,8,22.9,6.9,7.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2015,9,22.5,9,23.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2015,10,25.9,11.1,54.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2015,11,25.5,10.3,27.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2015,12,26.8,14.3,181,
ERMELO WO,-26.5,29.98,MPUMALANGA,2016,1,24.4,13.8,202.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2016,2,25.6,14.1,60,
ERMELO WO,-26.5,29.98,MPUMALANGA,2016,3,24.1,13,149.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2016,4,23,10.3,2.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2016,5,18.6,7,5.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2016,6,17.8,4.5,4.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2016,7,16.3,2.8,0.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2016,8,21.7,4.5,1.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2016,9,24,9,7.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2016,10,25.2,10,48.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2016,11,23.9,12.1,243.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2016,12,24.7,13.4,100.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2017,1,23.6,13.1,107.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2017,2,22.7,13.8,214,
ERMELO WO,-26.5,29.98,MPUMALANGA,2017,3,23.1,11.2,9.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2017,4,21.1,9.5,104.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2017,5,18.1,5.9,41,
ERMELO WO,-26.5,29.98,MPUMALANGA,2017,6,17.4,4,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2017,7,18.5,3.9,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2017,8,18.8,4.1,3.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2017,9,23.7,8.3,4.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2017,10,22.4,8.5,77.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2017,11,23.2,9.6,163.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2017,12,23.7,12.6,183.4,
ERMELO WO,-26.5,29.98,MPUMALANGA,2018,1,24.3,12,41.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2018,2,23.2,13.2,41.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2018,3,23.5,11.9,152.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2018,4,21.3,10.6,28.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2018,5,18.5,6.7,23.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2018,6,17.4,3.6,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2018,7,15.6,2.9,0.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2018,8,21.7,6.7,22,
ERMELO WO,-26.5,29.98,MPUMALANGA,2018,9,25.3,8.3,30.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2018,10,22.9,7.2,77.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2018,11,23.5,9.5,55.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2018,12,25.6,12.5,70,
ERMELO WO,-26.5,29.98,MPUMALANGA,2019,1,24.8,12.1,137.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2019,2,24.3,12.3,45,
ERMELO WO,-26.5,29.98,MPUMALANGA,2019,3,24.6,12.3,5.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2019,4,22.4,10.4,62.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2019,5,22.1,7.4,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2019,6,19.1,3.5,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2019,7,20,3.1,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2019,8,23.5,7.1,0.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2019,9,24.4,6.7,16.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2019,10,27.6,10.7,35.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2019,11,27.3,12.7,115.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2019,12,24.2,12.8,298.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2020,1,25.3,13.8,103.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2020,2,24.7,12.9,17,
ERMELO WO,-26.5,29.98,MPUMALANGA,2020,3,24.4,11.4,49.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2020,4,21.1,9.2,84.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2020,5,20.4,5.5,0.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2020,6,16.9,2.1,13.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2020,7,18.1,2,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2020,8,20.3,3.9,0.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2020,9,23.5,7.5,14.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2020,10,25,10.4,58.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2020,11,24.9,12.2,80.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2020,12,25.4,13.7,101.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2021,1,25,14.1,264.5,
ERMELO WO,-26.5,29.98,MPUMALANGA,2021,2,23.7,13.3,145,
ERMELO WO,-26.5,29.98,MPUMALANGA,2021,3,24.9,11.4,49.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2021,4,24,9.6,28.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2021,5,20.3,5.9,14.8,
ERMELO WO,-26.5,29.98,MPUMALANGA,2021,6,17.1,3.4,13.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2021,7,16.5,0.7,0,
ERMELO WO,-26.5,29.98,MPUMALANGA,2021,8,20.3,4.8,0.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2021,9,24.6,7.7,52.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2021,10,22.6,9,41.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2021,11,25.4,11.5,104.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2021,12,23.5,12.7,201.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2022,1,23.8,13.2,216.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2022,2,26,13.3,120.6,
ERMELO WO,-26.5,29.98,MPUMALANGA,2022,3,23.7,11.9,36.9,
ERMELO WO,-26.5,29.98,MPUMALANGA,2022,4,19.7,9,169.7,
ERMELO WO,-26.5,29.98,MPUMALANGA,2022,5,19.1,6.4,21.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2022,6,16.2,2.8,18.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2022,7,18.4,4.3,0.3,
ERMELO WO,-26.5,29.98,MPUMALANGA,2022,8,20.6,4.9,0.1,
ERMELO WO,-26.5,29.98,MPUMALANGA,2022,9,24.8,9.3,20,
ERMELO WO,-26.5,29.98,MPUMALANGA,2022,10,27.1,11.9,131.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2022,11,21.5,12.1,180.2,
ERMELO WO,-26.5,29.98,MPUMALANGA,2022,12,23.9,13.3,196.7,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1984,1,NA,NA,NA,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1984,2,NA,NA,NA,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1984,3,NA,NA,NA,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1984,4,NA,NA,NA,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1984,5,22.3,6.8,0,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1984,6,18.9,4.4,10.2,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1984,7,19.9,4.6,12.3,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1984,8,23.3,7.4,2.8,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1984,9,27.9,12.3,12.4,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1984,10,29,15.1,50.2,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1984,11,29.5,16.1,52.6,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1984,12,31.7,17.6,12.2,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1985,1,31.7,19.2,64.1,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1985,2,29.6,18.4,88.6,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1985,3,28.9,15.3,69.4,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1985,4,26.3,11.4,3.3,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1985,5,23.5,8,1.7,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1985,6,21.4,4.9,6,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1985,7,20.5,3.4,0,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1985,8,24.4,7.9,0,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1985,9,26.6,11,0,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1985,10,29.6,15.7,36,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1985,11,31.5,17.1,8.2,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1985,12,30,17.7,72.6,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1986,1,31.4,18,85.8,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1986,2,30.3,16.5,95.2,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1986,3,29.6,15.6,18.5,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1986,4,26.6,13.3,55,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1986,5,25.1,8.5,0,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1986,6,20.2,4.6,6.5,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1986,7,20.9,4.1,0,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1986,8,24.2,7.9,6.4,
MAFIKENG WO,-25.8,25.54,NORTH_WEST,1986,9,26.8,13.8,32.9,
