district,Latitude,Longitude,Province,year,Months,temp.max,temp.min,rainfall,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1991,1,NA,NA,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1991,2,NA,NA,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1991,3,NA,NA,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1991,4,23,15.2,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1991,5,22.9,13.3,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1991,6,19,10.8,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1991,7,16.2,11.3,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1991,8,18.3,10.9,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1991,9,19.5,11.7,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1991,10,20.1,13.7,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1991,11,21.9,14.7,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1991,12,24,16.7,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1992,1,25,17.7,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1992,2,25.3,17.3,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1992,3,23.8,16,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1992,4,21,14.3,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1992,5,NA,NA,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1992,6,21.2,11,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1992,7,20.5,11.1,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1992,8,18.9,11.2,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1992,9,18.5,11.9,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1992,10,19,13,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1992,11,21.2,14.7,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1992,12,23.8,16.8,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1993,1,25,18,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1993,2,26.2,17.3,NA,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1993,3,24.1,16.6,36.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1993,4,20.3,12.5,92.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1993,5,17.9,10.7,35.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1993,6,17,8.1,86.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1993,7,16.9,6.7,41,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1993,8,19.7,10.1,48.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1993,9,19.4,12.2,162,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1993,10,19.7,12.8,9.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1993,11,23.5,14.9,24.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1993,12,23.5,15.9,57.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1994,1,24.1,16.2,37.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1994,2,23.3,15.6,33.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1994,3,22.8,15.3,23.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1994,4,23.2,14.8,92,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1994,5,20.9,12.3,25,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1994,6,18.9,10,30.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1994,7,18.6,8.2,46.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1994,8,17.9,9.7,68.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1994,9,19.6,12.1,36.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1994,10,20.1,12.5,45.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1994,11,21.8,15,17.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1994,12,21.3,14.6,106.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1995,1,23.2,16.3,32.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1995,2,24.4,17.8,30.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1995,3,21.9,14.9,30,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1995,4,18.8,12.3,82.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1995,5,19.7,12.9,49.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1995,6,18.4,10.3,16,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1995,7,17.3,8.8,20,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1995,8,18.4,10.8,42.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1995,9,18.5,12.3,31,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1995,10,18.7,12.4,49,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1995,11,21,14.4,130.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1995,12,21,14.4,64.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1996,1,23.2,16.4,31.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1996,2,24.8,17.8,21.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1996,3,22.9,16.1,61,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1996,4,24.5,16.6,26.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1996,5,22.8,14.2,18,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1996,6,20.7,10.9,6.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1996,7,17.8,8.8,91.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1996,8,17.9,9.1,66,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1996,9,18.7,10.5,90.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1996,10,19.3,12,197.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1996,11,18.8,12.4,237.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1996,12,24.5,17.5,82.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1997,1,25.7,18.4,60.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1997,2,25.9,19.1,83.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1997,3,24,17.8,51.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1997,4,19.9,14.1,151,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1997,5,21.1,12.5,86.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1997,6,18.2,10.9,87,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1997,7,19.6,10.9,49.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1997,8,19.3,11.7,80.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1997,9,19.2,11.6,33.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1997,10,21.2,13.1,48.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1997,11,22.1,14.9,68.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1997,12,23.2,16,27.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1998,1,23.5,16.4,86.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1998,2,23.2,16.6,24.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1998,3,23.1,16.6,96.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1998,4,23.2,15.3,16.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1998,5,21,13.3,55.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1998,6,19.4,10.7,38.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1998,7,19.7,11,126.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1998,8,19,11.5,93.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1998,9,19.7,12,47,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1998,10,21.8,13.9,44.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1998,11,22,15.1,63.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1998,12,22.3,15.7,46,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1999,1,25.7,18.3,71.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1999,2,24.5,17.8,36.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1999,3,24.2,17.9,106,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1999,4,21.1,14.7,45.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1999,5,20.7,13.5,41.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1999,6,21.7,12.2,16,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1999,7,20.3,12,110.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1999,8,21.1,12.1,25.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1999,9,19.4,11.3,62,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1999,10,21.2,14.5,72.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1999,11,22.9,15.5,12.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,1999,12,25.1,18,18.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2000,1,23.4,16.3,56.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2000,2,25.7,19.1,61.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2000,3,21.9,16.3,125.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2000,4,21.4,14,30,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2000,5,19.3,11.3,2.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2000,6,20.9,11,11.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2000,7,19.7,10.7,18.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2000,8,20.5,12.5,10.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2000,9,19.9,12.1,126,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2000,10,20.6,13.5,63.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2000,11,22.2,14.8,132.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2000,12,23.7,16.5,13.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2001,1,24.2,16.7,68.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2001,2,24.3,16.7,52,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2001,3,23,16.2,57.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2001,4,19.8,14.1,56.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2001,5,22.2,13.5,13,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2001,6,20.7,11.6,32.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2001,7,19.8,10.8,52,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2001,8,18.9,11.1,135.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2001,9,19.8,12.7,79,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2001,10,21.5,14.8,28.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2001,11,21.5,15.4,61.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2001,12,24.3,17.5,49.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2002,1,25.4,18,38,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2002,2,24.5,16.9,11.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2002,3,24.1,16.8,15.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2002,4,22.1,15,44.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2002,5,20,13,24.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2002,6,18.8,10.5,26,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2002,7,18.2,9.8,51.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2002,8,19.3,11.9,75.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2002,9,20,12.8,41.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2002,10,21,13.3,22.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2002,11,22.3,13.9,66,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2002,12,24.5,17.6,46.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2003,1,25.4,18.1,41,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2003,2,26.5,19.8,44.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2003,3,24.5,17.6,143.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2003,4,22.5,16.2,54.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2003,5,21.1,14.1,108.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2003,6,19,10.7,83,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2003,7,19.4,10.2,86.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2003,8,17.7,9.6,79.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2003,9,19,11.9,39.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2003,10,20.7,14.2,73.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2003,11,22.9,15.7,21.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2003,12,23.8,15.9,90.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2004,1,25.6,18.5,65.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2004,2,25.7,19.1,79.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2004,3,23.9,16.1,58.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2004,4,23.1,15,68.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2004,5,21,13.4,14.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2004,6,19.7,11.3,68,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2004,7,18.1,9.3,45.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2004,8,19,11.1,72.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2004,9,19.8,11.6,128,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2004,10,21.3,13.8,82.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2004,11,24.7,17.2,32.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2004,12,25.7,18.5,203.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2005,1,24.9,17.8,81.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2005,2,25.3,18.1,133.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2005,3,24.5,17.3,53.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2005,4,22.5,15,90.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2005,5,21.6,13.7,46,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2005,6,18.4,10.4,53.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2005,7,20.2,11.6,16.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2005,8,18.6,10.5,44.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2005,9,19.8,12,43.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2005,10,21.4,13.3,49,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2005,11,22.6,15.2,95.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2005,12,23.9,16.2,66,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2006,1,24,18.1,163.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2006,2,24.8,18.5,55.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2006,3,24,16,101.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2006,4,21.9,15.1,150.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2006,5,19.3,11.7,121.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2006,6,19.6,11,64.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2006,7,18.6,10.5,88.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2006,8,17.6,10.7,267,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2006,9,19.2,12.1,29.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2006,10,21.1,13.5,82.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2006,11,23.3,16,44.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2006,12,24.4,17.2,81.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2007,1,26.3,18.4,62.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2007,2,24.8,18.2,58.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2007,3,23.8,15.7,143.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2007,4,21,13.3,45.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2007,5,20.9,12.2,155.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2007,6,21.6,11.4,76.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2007,7,18.9,10.2,54.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2007,8,19.3,10.8,121.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2007,9,19.7,12.3,51.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2007,10,20.5,13.2,136,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2007,11,21.8,14.4,272,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2007,12,23.2,16.6,118.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2008,1,23.7,17.3,58.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2008,2,23.5,15.7,40.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2008,3,23.4,16,94.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2008,4,20.6,12.9,39.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2008,5,24.1,15.8,25.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2008,6,20.8,12.8,75,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2008,7,20.6,11.8,18.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2008,8,21.1,12.3,82.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2008,9,21.2,12,59.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2008,10,21,13.9,100.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2008,11,20.4,13.9,188.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2008,12,23.3,15.7,21,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2009,1,24.4,17,11,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2009,2,24.9,18.2,59.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2009,3,24.8,17.1,14.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2009,4,23.5,15.7,45,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2009,5,21.5,13.6,30.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2009,6,20.2,12.6,73.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2009,7,20.7,12.2,67.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2009,8,20.8,11.9,19,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2009,9,20.1,12.4,78,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2009,10,20.9,14,52.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2009,11,22.4,14.4,40,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2009,12,23.2,15.5,36,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2010,1,26,18.1,20.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2010,2,26.1,18.8,59.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2010,3,24.2,16.8,36.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2010,4,22.3,15.2,75.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2010,5,22.7,14.5,21.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2010,6,20,11.3,123.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2010,7,21.3,11.2,57.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2010,8,20.4,11.7,69.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2010,9,20.3,12.6,21,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2010,10,20.8,13.8,92.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2010,11,22.5,15.7,76.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2010,12,22.4,16.3,100.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2011,1,23.8,17.2,45.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2011,2,26.1,18.5,20.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2011,3,27.2,17.7,86,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2011,4,22.9,13.4,34,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2011,5,21,12.5,240.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2011,6,19.2,10.6,145.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2011,7,19.5,9.9,175.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2011,8,20.2,9.5,91.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2011,9,20.3,11.5,32.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2011,10,23,13.9,73,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2011,11,24.6,15.1,78.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2011,12,26.6,17,96,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2012,1,30.8,20.5,31,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2012,2,26.3,17.8,46.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2012,3,28.1,18.8,153,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2012,4,25.6,15.4,54.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2012,5,23,13.4,65.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2012,6,21.1,12.6,120.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2012,7,19.9,10.4,263.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2012,8,18.8,9.5,45.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2012,9,20.9,11.7,33.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2012,10,20.4,12.5,205,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2012,11,22.9,13.6,38.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2012,12,24.9,16.8,23.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2013,1,26.2,16.7,44.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2013,2,27,16.4,77.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2013,3,25,15.4,81.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2013,4,22.2,12,31.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2013,5,22.2,12,41.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2013,6,20,10.5,49.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2013,7,19.4,10.8,37.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2013,8,19.6,10.1,110,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2013,9,19.5,10.6,35.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2013,10,21.9,13.5,157.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2013,11,25.1,16.3,84.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2013,12,25.5,16.5,6.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2014,1,28.8,19.7,69,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2014,2,27.4,18.4,53.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2014,3,25.5,16.8,65.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2014,4,24.5,14.8,155.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2014,5,23.3,13.7,72.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2014,6,21.4,11,75.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2014,7,21.3,11.6,30.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2014,8,22.1,13.4,70.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2014,9,22.8,13.8,48.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2014,10,22.8,14.4,22.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2014,11,22.5,14.2,65,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2014,12,24.8,17,105.8,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2015,1,27.2,17.9,53.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2015,2,26.7,18.2,88,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2015,3,25.6,17.1,89.2,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2015,4,23,14.9,108.6,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2015,5,23.9,15.1,67.4,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2015,6,20.8,12,82,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2015,7,19.2,11.3,142,
TSITSIKAMMA,-34.02,23.9,EASTERN CAPE,2015,8,20.5,11.7,92.4,
